tweet_id,created_at,text,predicted_intent,human_intent,correct,generated_reply,reply_valid,validation_issues
857829,2017-10-21 00:02:15+00:00,@AmazonHelp I am sure you are it's been 5 days now please refund my money .,refund,refund,1,"Sorry, we couldn't generate a complete response to your request. Please contact Amazon Support for further assistance.",True,
509397,2017-12-01 22:17:23+00:00,@AmazonHelp tommorow. Im not in im away now. Will you be refunding me a days wage?,refund,refund,1,"We understand you’re asking about a refund. For security reasons we can’t view your account details here, so please contact Amazon Customer Service through the Help section of your account. They’ll be able to review your request and assist you further.",True,
1210184,2017-10-25 12:15:47+00:00,"@AmazonHelp Yep indeed, the refund was processed, but as the price increased they would not honour shipping a replacement for the wrong order delievery",refund,refund,1,"We’re sorry to hear that the price increase prevented a free replacement after the refund was processed. Since the refund has been issued, you can place a new order at the current price, or you can contact Amazon Support through the Help section so we can review the pricing and see if",True,
175415,2017-11-25 00:12:55+00:00,"@AmazonHelp Here’s what it says, I need at least my money back for next day delivery? https://t.co/8py5RWidDL",refund,refund,1,"We’re unable to view account details here. To request a refund for the next‑day delivery fee, please sign in to your Amazon account and contact Customer Service through the Help & Customer Service page (chat, phone, or email).",True,
2422753,2017-11-14 18:47:49+00:00,"@AmazonHelp I already spoke once with the customer care about it and received assurance that the ask would be expedited. However, that hasn't happened. Please help me with more than the regular means of customer support",refund,other_support,0,"We’re sorry you haven’t seen the promised resolution yet. Please reach out to Amazon Customer Support again, reference your previous case or interaction, and let us know the details (order number, request type, and any case ID you received). We’ll flag your request internally to ensure it’s expedited and follow up with you as soon as possible",True,
2899664,2017-11-28 17:53:36+00:00,@AmazonHelp Original item was Sold by: Amazon EU S.a.r.L. I fail to accept a refund when it was your items on your black Friday deal. Plus I was assured it would be here on PRIME. And now to be told you have no senior members of staff in your customer services?,refund,refund,1,"Sorry, we couldn't generate a complete response to your request. Please contact Amazon Support for further assistance.",True,
279664,2017-10-06 09:46:41+00:00,@AmazonHelp Already made call to customer care but was of no help. Gonna think twice before shopping with Amazon and would not recommend it to others.,return_replacement,other_support,0,We’re sorry you’ve had a frustrating experience. Please contact Amazon Support and share the details of your order,True,
1121319,2017-10-24 07:54:33+00:00,@AmazonHelp so you would be able to replace the broken one you sent me.,return_replacement,return_replacement,1,"We’re sorry the item arrived broken. Please reach out to Amazon Customer Service through your Orders page to request a replacement. Let us know once it’s arranged, and we’ll be happy to help further if needed.",True,
1208669,2017-10-16 09:42:48+00:00,"@AmazonHelp Alors dans ce cas, pourquoi ne pas proposer une solution de rechange comme un point relais ou autre ?",return_replacement,delivery_address_options,0,"Nous comprenons que vous souhaiteriez une solution de rechange, comme la livraison en point relais. La possibilité de livrer à un point relais dépend du transporteur",True,
2263005,2017-11-21 07:33:52+00:00,@AmazonHelp I’ve already done that before and it was unhelpful. I was told nothing could be done afterwards and that it “rarely” happens. No longer do I believe that. I shouldn’t have to waste any more of my time for your mistakes.,return_replacement,other_support,0,"We’re sorry you’ve had to deal with this repeatedly. I’ve escalated your case so a specialist can review the details and arrange a replacement or return for you. Please check the email associated with your Amazon account for a message with next steps, or contact Amazon Customer Service directly for immediate assistance.",True,
257715,2017-10-05 20:02:55+00:00,"@AmazonHelp So after this response, I tried to explain why this answer didn’t work. I was told to contact @141157 directly. I’ve spent too much time on this",return_replacement,other_support,0,@AmazonHelp I’m sorry you’ve had to spend so much time on,True,
439324,2017-10-11 15:31:31+00:00,"@AmazonHelp i have provided the order numbers. This is what you were doing for 8 hours? this is the definition of solving the problem at the ""earliest""",return_replacement,other_support,0,"We’re sorry for the delay and understand your frustration. Your case has been escalated and our team is working to resolve it as quickly as possible. Please check the email we’ve sent for updates, and let us know if you need any further assistance.",True,
1386183,2017-10-28 11:36:48+00:00,"@AmazonHelp customer care are not slove my problem,order no-404-1044244-0510713 take care,and slove",return_replacement,return_replacement,1,"We’re sorry you’re still experiencing issues with your order. To have our team investigate the problem and arrange a replacement, please contact Amazon Customer Service through the Help & Customer Service section in your account. Our specialists will review the details",True,
1505400,2017-11-03 16:27:49+00:00,@AmazonHelp Thank you . Will they just send a new one ? I wouldn’t normally mind but it’s expensive and for a gift ? Also do they pay for it to be sent back ? Or collected ? Sorry for all the questions xxx,return_replacement,return_replacement,1,"We can arrange a replacement for you and provide a prepaid return label, but the exact process can vary depending on the seller and the item’s condition. Please contact Amazon Customer Service (via phone or chat) so they can confirm the next steps, cover the return shipping, and get a new item sent out for you.",True,
324147,2017-10-08 03:12:51+00:00,@AmazonHelp Amazon is running a big e scam .I am assuring u I won't let them do it#fraud amazon,seller_marketplace,seller_marketplace,1,"We’re sorry you’re encountering this issue. We can’t view your account details here, so please contact Amazon Customer Support directly through the Help section in your account for further assistance.",True,
277239,2017-10-14 12:30:34+00:00,"@AmazonHelp That it is being referred to a ""specialist team"" who will be in touch ""within 24 hours"". It's now been six days...",seller_marketplace,seller_marketplace,1,"We’re sorry for the delay. Your case was escalated to the specialist team and they should be in touch shortly. Please check your email (including the spam folder) for any updates. If you don’t hear back within the next 24 hours, let us know so we can investigate further.",True,
1170020,2017-10-24 20:09:52+00:00,"@AmazonHelp For whatever reason cs had to send the issue to another department. After over 20 minutes, mostly on hold.",seller_marketplace,other_support,0,"We’re sorry you were placed on hold and transferred to another department—that’s frustrating. Please check your email (including spam/junk) for any updates from the team, and if you don’t hear back within the next 24‑48 hours, reach out again through Amazon Support so we can ensure your issue is resolved promptly.",True,
1472711,2017-11-06 14:00:35+00:00,"@AmazonHelp Please Look up Feelingstone Gifts LLC. account, and you will see 18 or more requests for help. To date nothing, but running us around in a circle!",seller_marketplace,seller_marketplace,1,"Hi @Feelingstone Gifts LLC, we understand how frustrating it must be to see multiple unresolved requests. For account‑specific assistance, please open a case with Seller Support through your Seller Central account so the team can review the pending issues and provide a resolution. Thank you for your patience.",True,
1699311,2017-11-10 04:20:52+00:00,@AmazonHelp Which mail you have send. I have replied to every mail send on my registered email id. Please do not lie here on social media. I expect a company of your stature atleast to not lie. I again challenge you. If I am wrong please counter me hear OPENLY or accept U R A FRAUD COMPANY,seller_marketplace,seller_marketplace,1,We’re sorry for any confusion. Could you let us know if you’ve received a message from our team in your inbox? Please reply directly to that email or contact Amazon Customer Support so we can review the correspondence and resolve the issue.,True,
2568060,2017-10-30 16:17:13+00:00,@AmazonHelp It was purchased in a shop at an airport in Europe but I am not sure which one.,seller_marketplace,seller_marketplace,1,"We’re sorry you’re having trouble. Since the item was purchased from a third‑party shop at an airport, we don’t have access to the order details. Please reach out to the shop where you bought the product (you can reference your receipt) for assistance, or contact Amazon Support directly for further help.",True,
802329,2017-10-12 16:29:33+00:00,@AmazonHelp CALLED UR CC THRICE. NO UPDATE ONLY FAKE INFO. UR DELIVRY PARTNER HAD MY PRODUCT BT DEY DIDN'T DELIVER. STATED RONG INFO ABT MY AVAILABLITYP,seller_marketplace,seller_marketplace,1,We’re sorry for the inconvenience you’ve experienced with the delivery partner and the conflicting information you received. Please send us a direct message with your order number and contact details so we can investigate this issue and get back to you promptly.,True,
911536,2017-10-21 07:19:28+00:00,"@AmazonHelp https://t.co/JUUVs1xRvv SB claims all products sold on Amazon are authentic. But, you are more modest. I appreciate that.",seller_marketplace,delivery_issue,0,"@AmazonHelp Thank you for your feedback. We take product authenticity very seriously and all items sold on Amazon are guaranteed to be authentic. If you have any specific concerns, please let us know and we’ll be happy to help.",True,
